title,publication_date,author,url,primary_topic,primary_category,teaser,market_items
How to Write Music With Apple Music Memos,4 Feb 2016,Rob Mayzes,https://computers.tutsplus.com/tutorials/how-to-write-music-with-apple-music-memos--cms-25850,Computer Skills,,In this tutorial I’ll illustrate every step of the songwriting process using Apple Music Memos. I’ll also give you some technical tips to ensure that your...,
Explore REST APIs in OpenCart 2.0: Part One,2 Feb 2016,Sajal Soni,https://code.tutsplus.com/tutorials/explore-rest-apis-in-opencart-20-part-one--cms-25122,Code,,"You'll see lots of exciting features in the recent major version of OpenCart, and one of the most powerful among them is the introduction of REST APIs. In...",
How to Create Pixel Art in Paint Tool SAI,1 Feb 2016,Anastasia Purtova,https://design.tutsplus.com/tutorials/how-to-create-pixel-art-in-paint-tool-sai--cms-25526,Design & Illustration,,"Do you like pixel art? In this tutorial I will guide you through the process of creating pixel art, and we will make a magical creature known as a Pegasus....",
Test-Driven Development With Laravel & Doctrine,2 Feb 2016,Alireza Rahmani Khalili,https://code.tutsplus.com/tutorials/test-driven-development-with-laravel-doctrine--cms-25563,Code,,"As a PHP developer, you may use the Test-Driven Development (TDD) technique to develop your software by writing tests. Typically, TDD will divide each task...",
How to Create an Animated Pixel Art Video Game Sprite in Adobe Photoshop,2 Feb 2016,René Alejandro Hernández,https://design.tutsplus.com/tutorials/how-to-create-an-animated-pixel-art-video-game-sprite-in-adobe-photoshop--cms-25363,Design & Illustration,,"Let’s create a cute little platform video-game bunny character and animate it running, ready for action!",
A Smooth Refresher on Python's Dictionaries,1 Feb 2016,Abder-Rahman Ali,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-dictionaries--cms-25198,Code,,"In this tutorial, we continue our Python refreshers necessary to move you forward in your Python learning journey. This tutorial will be explaining Python's...",
How to Develop a Processwire Theme,1 Feb 2016,Ben Byford,https://webdesign.tutsplus.com/tutorials/how-to-develop-a-processwire-theme--cms-25692,Web Design,,"In this beginner’s tutorial you’ll learn about creating your own ProcessWire CMS themes. We’ll create a super simple site, covering templates, fields, theme...",
Writing Blazing Fast MySQL Queries,1 Feb 2016,Tom Whitbread,https://code.tutsplus.com/tutorials/writing-blazing-fast-mysql-queries--cms-25085,Code,,Get the most out of your MySQL server and keep your website running fast by mastering the art of writing fast queries and auditing your app.,
How to Use MVVM in a Universal Windows App,1 Feb 2016,Vivek Maskara,https://code.tutsplus.com/tutorials/how-to-use-mvvm-in-a-universal-windows-app--cms-25582,Code,,The Model-View-ViewModel (MVVM) pattern helps developers separate an application's business and presentation logic from its user interface. This tutorial...,
How to Optimize WordPress Websites,2 Feb 2016,Adi Purdila,https://webdesign.tutsplus.com/tutorials/how-to-optimize-wordpress-websites--cms-25604,Web Design,,"In this short video tutorial from my recent course on optimizing page load, you’ll learn a few tips and tricks on how to optimize WordPress websites.",
Chamira Young on Using Capture One for Fashion Photography Post-Production,1 Feb 2016,Shruti Shekar,https://photography.tutsplus.com/articles/chamira-young-on-using-capture-one-for-fashion-photography-post-production--cms-25848,Photo & Video,,"This week's featured course is Capture One for Fashion Photographers. Capture One is a post-production suite similar to Adobe Lightroom, but with extra...",
How to Simplify Your Business Ideas,1 Feb 2016,Celine Roque,https://business.tutsplus.com/tutorials/how-to-simplify-your-business-ideas--cms-25793,Business,,"When it comes to picking business ideas, most aspiring entrepreneurs run into one of two problems: either they have too many ideas to choose from, or they...","5810844,10231493"
What Is eCommerce?,2 Feb 2016,Laura Spencer,https://business.tutsplus.com/tutorials/what-is-ecommerce--cms-25820,Business,,"If you are thinking about starting a business, you may have heard the term eCommerce. You may have even wondered whether eCommerce is for you or how to get...","9024018,12147625"
A Smooth Refresher on Python's Lists,29 Jan 2016,Abder-Rahman Ali,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-lists--cms-25286,Code,,Many of us rely on a to-do list to manage our days; or we may have different items we like to put together to make their access easier. Is there an object...,
How to Install a WordPress Plugin,29 Jan 2016,Tom McFarlin,https://code.tutsplus.com/tutorials/how-to-install-a-wordpress-plugin--cms-25545,Code,,"WordPress plugins add functionality to an existing site. That is, they introduce something new that you can do with your site. In this tutorial, we'll take a...",
Look at This! An Unusual Underwater Portrait,29 Jan 2016,Harry Guinness,https://photography.tutsplus.com/articles/look-at-this-an-unusual-underwater-portrait--cms-25821,Photo & Video,,Photography has rules that when followed will normally result in a decent image. Sometimes when they're broken you can get some stunning results. In this...,
How to Create a 50s Fashion Illustration in Adobe Illustrator,29 Jan 2016,Maria Dimova,https://design.tutsplus.com/tutorials/how-to-create-a-50s-fashion-illustration-in-adobe-illustrator--cms-25564,Design & Illustration,,"In this tutorial you’ll learn to create a vintage-style fashion illustration. The “Grease” movie with gorgeous costumes, wonderful music and a 50s atmosphere...",
How to Write a Professional PowerPoint Presentation (Discover the Writing Process),29 Jan 2016,Brad Smith,https://business.tutsplus.com/tutorials/how-to-write-a-professional-powerpoint-presentation-discover-the-writing-process--cms-25682,Business,,"Find out how to quickly and painlessly write an effective PowerPoint presentation.  Start with a compelling introduction with a fail-proof “hook”, then...",
Casting the Right Crooner,29 Jan 2016,Patty Way,https://music.tutsplus.com/articles/casting-the-right-crooner--cms-25313,Music & Audio,,A songwriter shouldn't underestimate the importance of finding the right demo singer for his or her song. Check out my tips to assure that you maximize the...,
How to Create Custom View Controller Transitions and Animations,29 Jan 2016,Davis Allie,https://code.tutsplus.com/tutorials/how-to-create-custom-view-controller-transitions-and-animations--cms-25716,Code,,"In this tutorial, you learn how to create custom view controller transitions on iOS. You also learn how to make these transitions interactive and responsive...",
Black and White Fun with Macphun's Tonality,29 Jan 2016,Dawn Oosterhoff,https://photography.tutsplus.com/tutorials/black-and-white-fun-with-macphuns-tonality--cms-25779,Photo & Video,,"Good black and white digital processing allows photographers to experiment with black and white without the inconveniences of a wet lab. In this tutorial,...",
"Want to Learn Something New, in Just 60 Seconds?",29 Jan 2016,Andrew Blackman,https://code.tutsplus.com/articles/want-to-learn-something-new-in-just-60-seconds--cms-25783,Code,,"Recently we've been trying out something different: a series of quick video tutorials, in which we introduce you to a new subject in just 60 seconds. So far...",
20 Premium After Effects Scripts,29 Jan 2016,Johnny Winter,https://cgi.tutsplus.com/tutorials/20-premium-after-effects-scripts--cms-25781,3D & Motion Graphics,,"With a plethora of After Effects scripts available, VideoHive is the perfect destination to discover new ideas to incorporate into your projects. Twenty...","5214738,7664659,8066824,8184295,8368096,8505168,8694469,10117499,10322312,10484886,11506618,11803499,12165505,12899073,14032323,14414595,14451185,14530455,21222699"
Text Input for Games With Just an Intel RealSense Camera,28 Jan 2016,Chris Skaggs,https://gamedevelopment.tutsplus.com/tutorials/text-input-for-games-with-just-an-intel-realsense-camera--cms-24599,Game Development,,"In this post, I'll share what I've learned about the best (and worst!) ways to let players enter text via gesture alone, and show you how to set up the Intel...",
"How to Create a Retro Funfair Vector in Adobe Illustrator ",29 Jan 2016,Yulia Sokolova,https://design.tutsplus.com/tutorials/how-to-create-a-retro-funfair-vector-in-adobe-illustrator--cms-25614,Design & Illustration,,"Wanna have some fun in the amusement park? Then join me in this tutorial and create a retro-style flat funfair scene, inspired by the Grease movie! No...",14470115
New Course on Reprography: Transferring Artwork to the Digital Domain,28 Jan 2016,Andrew Blackman,https://photography.tutsplus.com/articles/new-course-on-reprography-transferring-artwork-to-the-digital-domain--cms-25807,Photo & Video,,"In this course you will learn how to stage, prep, light, and photograph accurate digital reproductions of 2D artwork and photos. ",
Create a Custom Shipping Method in OpenCart: Part Two,28 Jan 2016,Sajal Soni,https://code.tutsplus.com/tutorials/create-a-custom-shipping-method-in-opencart-part-two--cms-25102,Code,,"In this series, we're discussing the implementation of a custom shipping method module in OpenCart. In the first part, we went through the back-end...",
How to Create a Vintage Event Poster in Adobe InDesign,28 Jan 2016,Grace Fussell,https://design.tutsplus.com/tutorials/how-to-create-a-vintage-event-poster-in-adobe-indesign--cms-25684,Design & Illustration,,"If you’re a fan of Grease, you simply can’t forget the iconic dance scene, where Sandy and Danny attend a televised dance-off at their high school. In this...","1262099,2227125,13667457"
Factory Girl 201,27 Jan 2016,Ed Wassermann,https://code.tutsplus.com/articles/factory-girl-201--cms-25171,Code,,"A more nuanced, in-depth look at how you can use factory objects for Test-Driven Development.",
20 Useful WordPress Forms Available on CodeCanyon,28 Jan 2016,Eric Dye,https://code.tutsplus.com/tutorials/20-useful-wordpress-forms-available-on-codecanyon--cms-25721,Code,,"From the simplest to the most advanced, these WordPress forms are some of the most useful plugins you'll find.","706149,1420436,1467885,2399731,2439912,3180835,5335056,5543552,5702784,6023165,6598780,6961692,6964843,7103891,7595334,7647147,7806229,7818230,7848669,8517990,9160446,13454971"
New Course: A Beginner's Guide to Web Accessibility,28 Jan 2016,Andrew Blackman,https://webdesign.tutsplus.com/articles/new-course-a-beginners-guide-to-web-accessibility--cms-25808,Web Design,,"Our new course, A Beginner's Guide to Web Accessibility, will identify the different disabilities that must be accounted for, the benefits to all users when...",6172477
New Short Course: Get Started With Lumen,27 Jan 2016,Andrew Blackman,https://code.tutsplus.com/articles/new-short-course-get-started-with-lumen--cms-25806,Code,,"If you want to get up to speed on Lumen in no time, our new short course, Get Started With Lumen, is for you. It's shorter than our usual courses—just nine...",
iOS 9: An Introduction to the Contacts Framework,27 Jan 2016,Davis Allie,https://code.tutsplus.com/tutorials/ios-9-an-introduction-to-the-contacts-framework--cms-25599,Code,,"In this tutorial, you will learn how to utilize the new Contacts framework introduced with iOS 9, OS X El Capitan, and watchOS 2. Replacing the old Address...",
